2870	1
7740	2
4819	3
7396	4
7333	5
4837	6
4169	7
6386	8
2632	9
563	10
948	11
3798	12
535	13
6197	14
273	15
913	16
957	17
671	18
7548	19
3229	20
911	21
6136	22
7878	23
27	24
7798	25
7216	26
100	27
5569	28
1819	29
4323	30
1483	31
14	32
4806	33
8441	34
6254	35
5634	36
5720	37
5858	38
1497	39
7713	40
1523	41
5075	42
5121	43
3643	44
4043	45
5496	46
165	47
3391	48
6959	49
6187	50
4163	51
656	52
7807	53
3614	54
7595	55
2247	56
1112	57
1376	58
3488	59
5063	60
988	61
7955	62
4236	63
5427	64
5847	65
417	66
2635	67
8484	68
4507	69
370	70
4035	71
5111	72
2277	73
7580	74
70	75
99	76
4166	77
1544	78
1229	79
174	80
5857	81
1556	82
1814	83
6009	84
4480	85
158	86
3862	87
2158	88
2349	89
3020	90
190	91
2528	92
2446	93
420	94
3966	95
3495	96
4643	97
6299	98
2358	99
7772	100
1752	101
2516	102
3122	103
4197	104
6342	105
781	106
4392	107
6102	108
8074	109
4948	110
118	111
7797	112
7679	113
2924	114
7386	115
7704	116
5283	117
2382	118
742	119
2841	120
8323	121
2860	122
150	123
687	124
1286	125
419	126
2145	127
3046	128
5019	129
638	130
509	131
7077	132
176	133
2208	134
5731	135
8060	136
202	137
631	138
1916	139
5200	140
3318	141
1984	142
8046	143
362	144
3087	145
744	146
443	147
1853	148
107	149
5529	150
80	151
86	152
730	153
8083	154
5027	155
4915	156
6776	157
4641	158
5318	159
634	160
5080	161
143	162
2486	163
563	164
531	165
8165	166
1651	167
2887	168
6219	169
4255	170
1251	171
924	172
5413	173
4982	174
8261	175
6247	176
158	177
11	178
7724	179
3557	180
2072	181
8026	182
821	183
8287	184
1482	185
7504	186
201	187
4666	188
475	189
1901	190
647	191
115	192
4889	193
1958	194
8305	195
5573	196
7329	197
7007	198
81	199
235	200
5264	201
18	202
337	203
5231	204
6	205
6911	206
848	207
7534	208
270	209
8332	210
6573	211
5310	212
7834	213
917	214
2103	215
611	216
8049	217
4565	218
7221	219
209	220
7358	221
238	222
1	223
8110	224
589	225
5386	226
5853	227
4933	228
1079	229
5587	230
2456	231
2979	232
4950	233
3279	234
587	235
7521	236
284	237
809	238
2786	239
8241	240
6941	241
5536	242
2899	243
8109	244
33	245
497	246
6533	247
7786	248
5323	249
4050	250
1070	251
27	252
3916	253
2648	254
7486	255
5387	256
7779	257
2625	258
6704	259
7159	260
4435	261
5686	262
5266	263
428	264
4448	265
8166	266
141	267
117	268
727	269
75	270
8139	271
1494	272
3954	273
891	274
6252	275
3525	276
3484	277
537	278
170	279
3645	280
6763	281
1830	282
1003	283
670	284
656	285
7082	286
4134	287
943	288
4098	289
513	290
655	291
8137	292
1458	293
1313	294
8184	295
3866	296
690	297
4022	298
1391	299
5109	300
7349	301
479	302
5588	303
591	304
7449	305
6710	306
673	307
6212	308
926	309
5137	310
7644	311
2626	312
4898	313
1006	314
5892	315
2173	316
6931	317
434	318
413	319
5474	320
826	321
3745	322
6860	323
5502	324
57	325
5880	326
1668	327
3651	328
2394	329
1841	330
8047	331
537	332
5864	333
6946	334
992	335
917	336
5551	337
7537	338
6280	339
3615	340
71	341
1023	342
5919	343
7407	344
3810	345
7165	346
610	347
3923	348
1491	349
5243	350
2756	351
5718	352
2695	353
7949	354
3891	355
180	356
632	357
7999	358
2013	359
5511	360
40	361
974	362
1990	363
204	364
5697	365
676	366
3607	367
2177	368
391	369
901	370
4636	371
8075	372
149	373
7989	374
761	375
3217	376
6910	377
7105	378
6906	379
6908	380
