142	877	16
12	174	4
198	901	12
8	714	29
327	87	0
4642	201	3
150	633	1
1258	143	13
1990	372	4
12	643	8
1584	398	13
161	59	16
5032	845	6
105	184	16
1655	168	7
1428	796	10
123	948	4
12	449	15
5275	147	24
889	454	2
151	920	0
114	389	6
5408	947	2
101	813	7
179	487	4
172	409	23
16	831	14
4573	34	13
4237	42	19
152	543	1
122	826	14
101	228	3
151	120	2
140	299	1
156	542	8
430	724	3
351	842	36
187	884	9
1115	426	0
171	773	10
130	11	13
964	943	25
105	598	22
107	309	3
111	228	2
104	562	16
106	472	0
12	714	21
4034	364	29
4914	36	3
103	128	13
1010	348	24
257	351	1
12	846	6
335	584	11
534	146	6
423	864	46
1604	518	2
784	177	19
1700	709	2
764	709	12
133	57	2
14	877	18
465	351	7
3931	222	17
368	942	9
117	435	4
58	774	28
169	446	7
3445	965	6
644	710	6
14	981	18
1711	190	22
4421	623	32
12	923	8
1569	987	16
9	529	28
1933	864	6
1181	226	5
802	722	8
8	280	8
287	277	2
57	372	17
104	770	2
193	465	12
118	82	5
14	862	17
12	757	23
8	22	12
14	286	19
102	114	10
119	192	1
4638	774	13
224	238	1
3940	749	20
109	939	9
121	993	7
8	63	10
12	377	15
4267	911	9
2609	106	13
148	40	0
114	317	6
4311	897	24
14	476	13
115	921	15
203	169	6
114	756	2
106	519	0
2873	216	4
14	767	5
199	510	17
710	93	2
172	610	4
120	704	22
117	816	12
150	684	15
2	905	0
119	99	16
143	723	8
658	655	18
154	526	2
103	287	15
12	598	6
283	557	3
698	971	7
576	57	5
182	694	6
114	348	9
288	914	23
1025	236	5
127	473	7
277	168	13
461	314	10
1449	84	4
353	694	15
1347	44	14
185	695	15
994	81	0
101	34	7
102	207	4
1075	226	0
108	538	13
125	729	6
124	281	10
101	301	23
356	170	41
481	16	0
17	571	9
1453	831	13
581	40	9
8	743	1
1323	241	14
378	993	18
12	358	4
12	130	12
145	557	1
2211	647	14
793	447	5
1255	384	18
228	185	11
2435	71	34
4612	182	23
12	552	2
101	67	8
2546	824	7
695	697	9
14	713	8
460	58	1
559	462	5
8	262	23
3715	211	17
4492	590	5
123	400	7
12	290	12
271	148	26
436	178	36
530	112	25
178	800	3
981	992	17
261	272	0
183	864	30
153	665	16
860	525	4
131	168	27
12	302	13
5380	793	1
157	700	10
4900	975	2
143	34	5
4489	178	2
3357	60	8
257	275	18
121	410	29
101	140	3
402	274	7
426	276	0
12	900	3
12	380	46
245	158	3
5321	574	12
101	537	15
101	445	5
1339	524	7
14	351	21
2683	984	0
781	728	8
4077	624	4
1868	569	7
736	101	12
362	950	21
101	628	1
196	222	19
3506	624	24
1550	256	4
1358	851	12
138	620	17
101	433	4
12	697	4
2821	610	20
2970	421	10
280	871	0
1567	831	20
180	244	5
103	413	3
12	950	20
105	363	1
3859	29	11
14	894	24
5340	403	19
147	29	15
532	714	8
1463	101	11
114	574	7
4291	208	24
101	409	22
956	522	7
12	308	8
511	618	10
931	473	21
3467	209	6
5371	978	6
7	5	10
2932	291	8
1517	25	11
110	70	25
465	315	6
12	630	15
101	29	5
113	821	10
114	562	6
12	341	7
110	748	23
1044	134	2
12	539	1
980	86	2
14	723	13
3011	209	2
154	578	17
3780	760	9
227	935	7
8	285	6
3081	685	23
194	566	14
101	697	13
1053	837	8
532	547	23
1783	241	11
1236	894	22
797	781	1
137	45	14
101	126	13
4038	19	7
138	7	18
361	637	1
335	182	20
202	104	12
380	986	12
1092	337	6
1216	829	16
106	584	0
118	314	7
275	320	10
869	868	5
101	148	1
14	240	7
115	407	25
3925	386	7
14	41	39
12	890	12
14	144	28
1300	483	1
1145	313	13
5394	510	3
2645	417	9
39	229	23
191	745	3
102	509	17
3798	167	3
191	515	15
292	92	18
8	593	7
273	517	2
1602	350	14
1128	829	5
253	91	1
270	954	22
139	935	5
2347	224	28
122	549	7
4946	936	17
686	544	16
101	789	12
116	180	6
57	887	18
101	54	4
1084	97	4
170	185	5
306	412	0
673	218	5
228	450	3
1627	24	30
115	344	18
1616	988	27
715	933	20
1456	471	9
1233	537	9
1512	697	22
101	189	7
134	76	9
111	127	24
12	593	15
3667	298	16
172	897	5
455	869	5
101	208	9
108	197	15
807	224	31
138	623	2
8	890	4
5023	969	1
116	881	3
134	983	1
291	902	27
14	258	11
205	382	11
128	196	0
2	147	23
1380	121	8
102	971	12
103	516	12
469	549	3
14	12	15
1337	499	8
350	544	31
112	298	24
108	251	25
107	827	21
101	842	21
12	196	3
108	573	13
130	295	7
1581	752	4
421	992	19
