104	757	3	12.55
500	579	4	47.17
105	398	7	29.15
455	127	4	20.26
597	740	3	36.36
9	786	3	9.24
204	106	9	16.02
239	391	4	27.38
245	179	3	10.47
116	508	3	8.79
684	8	4	12.19
112	207	5	7.22
102	153	22	11.53
112	401	5	17.26
207	128	6	15.97
17	108	7	10.37
58	146	7	13.07
989	505	3	34.13
164	188	14	89.61
113	114	14	10.03
214	138	8	35.77
108	391	4	10.26
108	467	3	6.66
418	136	3	9.6
256	207	3	12.73
105	210	10	22.21
829	113	3	15.12
913	110	3	14.42
281	430	3	20.37
155	649	3	16.91
110	446	4	12
163	460	3	15.16
230	159	3	9.49
230	110	7	15.78
150	102	18	8.33
191	111	7	11.58
232	883	3	26.31
139	346	6	30.7
12	233	14	17.06
131	277	3	6.96
448	125	4	16.07
2	335	3	9.8
275	158	3	9.93
219	164	3	7.39
114	331	4	12.14
114	271	5	12.34
104	144	10	6.72
750	756	3	40.86
115	202	6	11.41
330	101	8	7.85
252	394	7	67.14
102	613	4	7.45
110	549	3	8.06
111	149	9	10.04
144	117	8	8.01
12	400	6	7.27
461	156	3	16.13
133	287	3	7.45
271	148	3	8.35
731	153	3	20.95
362	201	3	15.96
398	226	7	64.04
137	641	3	14.54
103	327	5	10.83
105	167	9	9.06
137	188	5	11.6
45	569	3	19.16
122	12	44	16.3
222	495	3	19.62
162	206	4	13.89
396	105	7	29.15
115	659	3	11.08
138	299	3	8.79
39	207	6	31.24
203	115	5	9.73
168	124	5	6.99
179	175	13	83.11
210	119	7	16.63
9	739	3	9.24
172	115	11	27.53
128	717	3	13.52
109	314	4	8.45
109	211	6	9.8
112	483	3	10.79
17	199	3	8.59
158	378	3	12.43
292	130	3	7.33
103	207	7	11.38
105	119	18	8.31
412	527	3	24.58
108	17	7	10.37
129	484	4	20.44
204	275	3	12.99
557	137	3	12.39
138	17	4	8.51
164	502	4	24.25
39	275	3	13.38
151	217	3	6.64
102	114	40	8.13
548	160	3	17.81
12	330	8	9.71
151	626	3	16.51
140	158	7	18.14
110	164	11	19.19
174	111	7	7.78
174	224	3	9.66
229	105	6	9.88
133	345	3	11.02
366	193	3	14.96
351	103	4	7.62
107	185	7	9.51
443	150	3	13.85
299	293	3	16.52
443	250	3	19.1
129	740	3	18.95
108	882	3	14.42
840	150	3	22.02
104	385	5	13.13
101	110	72	13.12
706	113	4	20.21
12	449	6	7.27
16	243	3	13.97
124	165	6	9.19
463	12	6	7.27
193	185	3	8.96
127	154	9	22.62
308	132	3	8.13
313	137	3	8.79
139	123	7	7.54
298	102	9	16.84
159	331	4	22.26
615	600	4	52.17
120	39	6	12.28
128	538	4	19.06
531	201	3	18.74
582	106	3	8.13
982	998	3	40.86
398	252	7	67.14
101	154	25	7.07
101	321	9	8.84
136	260	3	7.2
153	396	7	49.82
114	322	5	16.49
483	787	3	36.36
194	102	12	12.99
150	473	3	13.85
115	182	6	7.71
115	283	4	8.08
110	312	4	7.82
8	479	4	7.67
125	247	3	6.76
231	334	6	46.47
786	8	3	9.13
690	205	3	20.94
102	273	9	11.32
45	120	5	8.96
