500	579	4	70.13
314	12	3	5.77
663	14	4	23.18
12	670	3	12.07
113	114	3	6.28
829	113	3	31.57
223	14	3	4.08
110	446	3	22.67
163	460	3	30.48
12	411	4	12.75
139	346	6	65.03
448	125	3	26.06
144	117	3	12.3
731	153	3	38.17
222	495	3	36.8
162	206	3	22.99
106	139	6	25.97
102	156	5	9.74
179	175	11	122.04
172	115	11	85.07
12	278	4	9.25
12	195	4	4.71
12	381	3	7.4
101	202	4	5.95
483	787	3	51.35
110	312	3	19.56
494	170	3	33.01
134	12	7	4.13
356	101	4	12.36
107	113	7	22.06
12	367	3	6.51
226	119	7	57.58
12	176	7	12.22
128	120	8	43.95
253	126	3	20.92
145	102	5	8.37
102	336	3	10.88
141	14	6	5.49
228	102	5	17.58
113	14	11	5.45
383	889	3	48.52
101	677	3	12.86
190	101	4	5.17
197	116	3	16.18
159	124	4	22.64
12	520	3	9.97
227	802	3	43.53
12	262	3	4.61
104	207	9	60.26
136	178	3	18.47
12	465	3	8.51
249	105	3	15.73
171	149	5	39.12
179	282	7	83.92
106	126	3	6.67
288	101	4	10.23
427	12	4	14.54
120	743	3	32.89
102	514	5	35.29
101	337	5	18.51
686	539	4	70.13
600	615	4	75.14
102	826	3	21.17
12	166	6	7.07
128	119	13	85.79
107	114	3	5.11
101	315	3	6.48
105	132	3	7.46
129	597	4	47.26
102	185	4	9.16
102	288	3	9.36
102	123	5	4.02
293	101	6	21.5
161	14	6	7.81
101	555	3	10.74
156	211	3	23.17
12	264	4	8.42
485	14	5	28.98
322	12	3	5.77
12	210	9	28.34
199	111	3	14.96
102	101	43	6.05
167	457	3	31.17
106	111	8	24.42
244	957	3	44.58
9	133	4	7.45
115	12	15	11.61
12	103	49	77.89
200	107	6	38.57
145	116	3	12.08
192	12	8	20.45
154	101	6	6.93
12	232	5	10.34
12	104	48	75.96
9	132	3	4.14
101	452	3	9.27
101	196	6	12.97
135	348	6	63.23
101	225	3	3.97
147	203	3	21.99
465	145	3	29.3
101	158	7	10.75
144	104	6	24.13
390	12	3	7.4
220	102	3	6.87
114	110	5	14.22
149	14	5	4.08
128	181	3	17.72
101	203	4	5.95
129	192	14	149.55
109	103	5	7.4
171	115	4	21.16
57	801	3	35.51
105	131	34	277.69
176	101	7	13.84
206	101	4	5.95
8	123	5	8.88
258	143	3	23.96
160	14	9	18.52
225	101	5	11.54
398	12	7	38.36
131	102	11	27.81
9	102	18	9.9
147	336	3	27.22
161	12	5	3.93
108	114	3	5.2
190	12	4	4.36
231	12	4	6.49
998	982	3	58.08
524	114	3	25.2
185	101	4	4.83
181	409	3	31
101	172	8	17.31
188	499	4	50.58
136	118	5	23.39
12	144	15	37.14
115	142	6	31.87
115	14	17	20.29
12	245	4	7.7
765	767	3	58.08
101	186	11	36.81
111	102	22	54.24
823	101	3	17.24
148	989	3	37.97
111	16	4	7.5
107	12	15	6.21
106	123	3	6.49
102	159	4	6.44
106	185	5	27.1
116	109	3	5.62
239	14	3	4.47
101	184	7	15.86
193	12	4	4.71
144	116	4	18.47
110	216	7	51.86
603	121	4	44.83
295	12	3	5.15
101	541	3	10.74
216	12	4	5.98
101	156	5	4.61
251	12	4	7.7
147	198	6	53.28
149	12	8	10.62
2	12	11	7.7
457	688	3	45.26
102	111	9	8.2
112	117	4	10.76
214	14	11	46.86
117	104	7	18.87
333	219	4	46.65
101	320	3	6.48
107	124	3	7.09
16	213	3	14.65
652	101	3	12.86
291	151	3	25.97
110	641	3	26.46
204	104	3	12.2
283	102	3	9.36
105	208	4	21
412	108	3	20.77
58	8	11	42.02
113	126	4	13.45
112	104	4	5.45
209	979	3	42.64
12	250	3	4.14
12	325	4	10.21
101	362	5	18.51
114	227	3	17.47
101	407	3	8.14
824	923	3	58.08
688	183	3	36.36
265	12	4	8.42
12	328	3	6.51
129	281	10	119.47
101	749	3	17.24
286	101	3	5.84
106	302	4	26.1
262	105	5	33.48
210	396	7	101.72
148	101	6	6.33
157	149	4	27.57
582	160	3	34.29
101	252	8	31.2
308	193	9	129.51
101	456	3	9.27
417	101	7	40.25
102	139	12	37.63
397	101	4	13.78
113	169	6	35.98
215	866	3	43.07
141	12	6	4.21
9	144	3	5.61
140	14	8	10.66
387	531	3	41.79
101	242	6	17.36
166	182	5	42.28
531	12	4	17.04
334	231	6	79.72
111	191	4	22
144	102	4	5.19
942	12	3	16.43
12	654	3	12.07
180	575	3	36.06
188	164	14	167.19
201	101	7	18.38
163	102	4	6.44
420	107	4	30.75
435	108	4	32.8
362	12	3	6.51
120	105	6	17.54
260	101	3	5.28
12	416	4	12.75
252	109	7	55.04
247	14	3	4.9
12	102	72	37.32
101	440	3	9.27
259	213	3	29.76
245	175	8	94.19
134	114	3	10.02
117	292	6	51.79
462	14	3	9.4
110	107	6	15.98
136	107	3	8.55
512	101	3	10.74
514	120	5	54.95
164	109	4	17.95
276	121	8	80.18
331	715	4	64.05
106	204	6	37.39
203	171	7	71.66
340	770	3	47.49
277	101	3	5.84
224	102	3	7.27
9	141	3	5.33
101	189	16	75.91
9	269	3	12.47
117	122	4	13.97
691	12	3	12.07
325	101	6	23.39
180	161	5	41.49
198	792	3	41.86
113	58	3	9.71
207	39	3	24.46
846	105	3	29.09
163	12	5	3.93
12	392	3	7.4
101	119	42	142.22
353	102	3	10.88
104	978	3	27.77
138	103	3	6.95
12	155	6	6.05
12	255	7	22.73
394	226	7	104.25
101	365	3	7.24
101	118	18	26.72
101	181	4	4.22
768	750	3	58.08
16	39	3	12.38
858	101	3	17.24
381	193	5	62.05
747	912	3	58.08
110	137	25	202.14
213	12	5	8.98
246	582	3	40.09
45	12	6	9.75
117	114	3	7.07
101	635	4	22.99
112	129	3	9.07
12	694	3	12.07
106	246	4	24.31
116	130	3	10.11
132	583	3	31.27
510	125	3	27.64
298	14	5	15.68
178	101	8	18.79
463	9	6	50.29
165	14	5	5.3
312	101	3	6.48
156	159	4	28.38
16	102	8	4.2
237	14	3	4.47
172	107	3	12.36
121	133	3	11.59
116	16	4	8.93
101	687	3	12.86
122	103	3	4.66
16	2	4	10.36
612	113	4	42.14
170	14	5	6.22
238	102	3	7.71
908	101	3	17.24
101	278	3	5.84
195	187	3	24.98
106	548	3	22.88
375	504	3	41.79
756	768	3	58.08
200	115	6	42.06
126	16	3	6.96
12	111	28	43.73
281	14	4	10.4
640	114	3	27.42
264	122	4	30.84
298	101	5	15.46
237	101	7	23
111	126	6	23.98
101	105	21	16.31
527	108	4	35.42
119	731	3	32.81
12	197	10	31.16
165	143	3	18.45
175	490	3	33.54
161	16	3	10.98
129	113	3	9.36
214	9	4	16.44
109	257	8	66.31
130	201	3	19.74
101	246	4	8.64
153	107	3	10.64
798	614	3	53.58
16	106	5	9.3
12	138	19	50.59
12	187	6	10.31
9	12	55	58.26
101	350	8	46.01
190	102	3	5.54
357	113	3	21.04
151	182	12	126.41
183	105	3	12.14
105	183	15	121.72
101	754	3	17.24
289	101	3	5.84
228	101	3	3.97
126	102	5	4.25
109	561	4	35.63
315	148	4	38.41
117	170	4	21.57
191	166	3	22.71
139	228	3	22.27
376	429	3	40.2
118	141	4	18.61
275	472	5	72.42
101	211	10	37.05
156	124	4	22.35
143	12	8	9.44
107	16	4	6.58
12	496	3	9.97
508	116	3	25.56
751	815	3	58.08
17	102	3	4.54
101	897	3	17.24
618	107	3	25.69
142	14	7	8.39
740	129	3	35.38
101	686	4	22.99
122	104	7	21.86
195	182	3	24.37
267	105	7	53.71
101	120	44	156.33
466	109	5	45.43
7	7	11	132.65
826	101	3	17.24
154	207	4	32.79
700	190	4	55.58
118	113	3	6.98
122	415	5	48.23
58	14	14	27.71
