13122	9	4	38.05
103	7467	3	20
12	2381	6	12.42
5938	206	4	46.16
12	393	11	4.3
16	1016	5	31.13
751	287	3	22.28
8325	14	3	7.74
516	811	5	48.45
128	204	10	46.21
577	5173	4	53.8
1289	9785	3	47.34
108	2216	5	34.71
1390	6899	5	83.15
147	7151	3	30.46
12	11955	3	12.37
173	788	3	17.87
105	6043	3	21.47
22202	2359	3	59.36
346	6735	5	68.19
16849	7670	3	68.14
648	2844	4	49.04
463	12	11	5.91
402	178	6	37.85
2049	550	27	457.34
5877	2636	10	204.62
579	385	13	137.94
13467	12	3	14.51
2318	738	3	34.17
10090	466	3	41.59
1262	636	46	819.99
621	1210	4	41.15
3179	101	3	9.65
4483	14	4	7.48
15003	14	3	12.43
274	5473	5	64.41
428	428	4	30.95
166	5119	3	29.49
4434	101	4	18.13
7458	1282	3	45.08
3629	14	4	5.91
1997	1659	9	137.52
261	1843	6	62.57
3125	263	14	198.82
1434	7159	3	45.81
263	861	4	32.05
101	14397	4	33.92
3115	102	3	14.19
1074	12	12	22.57
302	155	3	11.94
742	1970	7	91.07
2540	5789	3	47.68
613	195	6	44.17
444	5918	3	37.54
106	131	6	7.03
882	878	3	29.38
8	16265	3	28.1
139	132	23	118.66
199	827	4	28.64
104	543	5	13.02
2051	10069	3	50.32
1939	2875	14	253.6
344	2093	4	41.41
1082	131	4	24.93
145	1100	15	142.98
978	238	4	31.87
6697	14	3	6.09
723	493	3	24.91
849	3605	3	37.86
188	304	12	88.58
102	2420	4	18.92
749	1943	9	122.17
335	105	10	39.06
972	607	4	39.49
13487	12662	4	96.3
242	5848	4	47.65
3458	9	3	12.93
4658	9229	4	78.39
789	3421	4	51.98
8973	8733	3	59.83
12	4378	4	9.97
1025	1847	11	160.97
2074	5795	7	125.74
8	1371	7	28.39
102	4129	4	23.66
907	1443	5	59.5
1835	14	10	19.65
124	507	27	233.81
783	3501	4	52.53
9814	4964	3	55.89
285	13540	3	42.69
595	3736	4	51
10591	6111	5	112.04
589	2154	5	59.58
10030	12	3	10.87
11048	8	5	46.84
1662	602	10	130.04
407	2924	14	206.69
3864	2641	4	63.05
3235	249	6	69.02
173	3580	4	38.86
234	132	3	8.38
1042	2168	4	49.99
443	934	3	25.8
3336	163	3	26.27
12	2340	5	8.26
513	1777	4	43.3
1814	429	3	29.65
17202	737	3	52.51
20592	1761	3	57.6
654	4516	3	37.78
10218	5711	5	105.13
6565	101	4	21.7
155	6047	3	29.55
515	107	3	9.34
102	6467	3	18.83
14705	806	4	70.64
448	220	3	17.4
1165	1266	3	32.96
626	1162	5	53.52
1955	137	3	20.83
891	6671	4	59.15
144	5456	3	28.13
137	689	5	29.91
494	22392	3	50.23
109	6525	3	24.89
133	4434	3	25.93
146	110	4	4.35
4388	14	3	4.01
403	2329	21	325.96
15336	2985	4	81.75
4776	2845	7	127.25
3352	9362	5	98.4
162	932	4	26.65
188	2252	5	47.37
187	5140	3	30.61
187	178	4	14.64
12	1308	7	8.82
425	433	3	21.4
1033	3658	5	71.02
7008	12	3	8.77
788	401	3	24.39
1721	185	5	44.37
8	1891	8	40.57
6965	12	3	8.77
218	1447	9	92.92
5814	264	3	34.34
9	3193	6	34.37
102	3853	8	59.94
4940	101	3	12.2
149	6981	3	30.51
1455	12	6	7
3979	694	3	37.57
222	10240	4	52.65
113	393	4	14
330	2	4	18.59
4293	8	3	14.25
5729	463	4	53.12
115	1972	3	18.35
1390	2252	5	68.29
137	1519	3	19.37
12975	4617	3	59.71
1081	586	3	28.16
6238	991	3	42.64
954	110	7	42.45
141	960	9	72.3
531	2621	3	33.18
12	9138	3	10.87
151	739	3	16.39
282	1823	3	27.4
4215	697	6	85.51
102	1420	5	20.42
1919	800	3	33.44
7042	5442	3	54.23
124	726	3	14.15
119	302	9	45.56
3247	228	13	176.02
388	5947	3	36.86
11144	17685	3	70.98
12	5813	3	7.32
3527	19495	3	62.26
103	406	11	38.39
101	1888	6	21.14
696	155	4	24.06
392	4114	3	34.57
938	7536	4	60.82
3461	631	3	35.77
3586	12	4	8.28
12	4363	3	5.75
5975	371	3	36.59
5534	7730	3	55.93
11119	14	3	10.32
5662	673	4	55.88
182	14	34	7.83
13766	112	3	32.19
927	18236	3	53.78
727	441	3	24.46
161	2656	4	35.11
666	14	19	25.13
1028	838	7	82.67
8124	101	6	45.17
20886	101	3	25.44
419	127	17	124.07
9	4925	4	22.91
11797	6652	5	112.04
1441	546	3	29.58
12	1576	7	10.88
