319	58	7
14	63	2
129	35	7
195	40	1
361	56	3
468	21	12
329	41	4
167	27	0
458	7	12
126	26	0
459	5	2
101	12	15
2	41	0
103	25	6
14	42	21
435	2	17
106	51	18
336	38	3
308	37	2
130	29	2
105	24	8
132	23	16
396	21	8
187	30	8
384	35	2
14	39	20
226	49	0
352	76	1
14	2	19
127	50	1
300	78	1
13	42	14
14	35	14
431	10	6
348	23	10
12	18	3
178	23	8
367	56	2
165	21	15
359	62	0
362	44	0
134	23	5
462	11	2
101	51	10
323	42	1
168	64	3
14	7	14
363	43	0
337	38	1
144	7	13
22	32	5
295	42	3
338	30	13
318	39	5
509	7	11
453	21	5
288	39	1
400	24	6
14	22	3
272	61	1
397	6	4
209	42	20
343	58	11
268	59	0
282	15	1
482	7	10
136	29	3
495	6	0
218	42	6
266	30	9
236	23	2
425	6	6
129	56	5
289	41	2
12	53	4
126	25	0
381	75	12
434	7	5
110	12	20
153	30	11
322	58	12
457	10	4
164	22	0
350	38	6
57	75	1
158	15	0
14	16	3
247	42	17
473	21	10
380	75	4
312	37	4
355	67	2
1	57	4
109	25	3
163	20	0
117	12	10
162	19	0
107	34	2
101	12	1
14	11	6
221	20	2
303	67	1
14	17	3
369	64	4
123	37	3
196	42	15
140	41	3
200	39	18
1	41	9
470	21	4
413	2	6
12	26	2
12	20	4
486	1	2
14	32	7
366	35	0
347	38	0
223	42	9
58	75	7
421	36	17
385	79	0
12	25	2
364	45	0
179	31	0
124	18	0
433	24	7
101	51	16
224	55	2
309	58	1
414	10	9
118	12	12
449	36	19
351	69	0
14	54	4
109	20	5
501	10	5
14	19	3
275	60	4
139	42	16
206	58	8
281	58	2
113	51	3
121	23	0
264	30	10
297	58	13
235	17	2
298	37	1
478	7	8
228	50	0
13	42	19
14	29	5
109	26	3
101	51	4
105	1	3
390	8	0
491	11	1
103	25	9
293	38	4
14	24	13
181	30	0
492	7	7
314	22	1
137	29	1
503	3	2
291	23	6
13	49	4
101	51	2
280	33	1
120	12	16
460	2	3
311	55	8
2	61	12
131	18	2
102	65	1
103	18	1
510	7	4
174	39	8
1	61	11
240	22	2
12	2	1
16	55	1
203	24	1
497	21	0
14	28	3
146	24	12
269	60	0
252	53	1
316	42	10
263	24	2
12	36	1
121	24	0
117	51	9
365	47	0
419	2	5
387	32	1
14	18	5
156	14	0
111	56	4
430	2	8
394	9	2
14	31	3
9	64	2
440	36	2
177	75	10
128	39	4
469	3	1
294	42	5
101	12	7
456	10	8
9	35	10
237	19	2
157	21	16
467	1	0
214	42	0
125	29	0
176	50	2
14	4	6
212	14	1
389	2	14
254	53	0
443	36	12
243	31	1
494	10	7
135	39	7
14	25	10
483	36	22
132	29	4
108	12	21
175	25	4
16	52	1
14	38	8
239	60	3
155	13	0
349	38	7
144	4	5
432	21	2
138	42	12
128	39	16
415	6	9
416	3	0
12	21	11
105	11	3
411	10	0
330	27	1
342	58	4
198	49	3
12	6	1
102	45	1
506	6	2
185	30	7
251	35	12
151	12	0
493	36	6
12	36	15
14	3	6
231	26	1
111	64	0
184	52	6
12	7	1
183	55	6
14	37	6
341	30	4
14	26	4
14	23	17
461	7	2
511	2	13
111	65	0
332	58	6
398	11	4
426	5	0
101	51	12
290	39	17
57	75	9
102	71	1
500	2	4
358	56	1
102	47	1
145	7	9
116	51	7
120	51	15
241	52	0
14	50	5
14	27	3
445	2	16
273	41	6
490	10	1
302	48	5
14	1	6
12	54	2
333	39	12
12	58	3
102	46	1
437	36	5
101	12	9
340	30	2
283	32	6
335	37	5
202	39	3
150	53	5
422	10	2
207	20	1
106	60	6
370	35	3
230	30	1
197	35	9
402	36	0
286	41	8
152	30	6
182	33	0
194	40	2
101	12	5
2	41	10
418	21	13
315	39	9
145	6	5
285	49	1
12	41	5
405	3	3
12	61	6
143	52	4
401	36	11
227	60	2
450	21	7
14	44	2
103	18	4
304	63	1
328	61	7
12	23	7
305	77	1
448	48	2
57	75	5
114	51	5
481	24	11
101	12	17
122	12	18
13	42	4
454	2	11
14	33	3
259	54	0
14	45	2
474	4	4
463	6	7
219	25	1
353	32	0
395	24	3
14	5	3
112	12	2
262	57	0
284	56	8
146	8	3
472	6	3
225	30	5
107	16	2
14	70	2
8	35	8
488	4	1
14	34	3
14	46	2
244	53	2
101	51	0
296	59	3
13	49	6
58	75	3
360	46	0
169	35	11
205	64	1
104	43	1
372	68	0
403	21	18
147	2	2
498	36	21
204	40	0
119	51	13
14	47	2
250	50	4
135	39	2
143	55	4
14	71	2
452	2	10
451	7	3
12	36	3
141	59	2
14	55	9
105	2	9
436	36	18
379	76	0
238	42	2
313	57	2
320	59	4
480	10	10
115	52	5
378	75	0
213	32	3
215	14	2
256	35	6
234	33	2
475	36	10
124	25	5
442	4	0
104	44	1
110	60	7
245	60	5
14	36	23
186	34	0
274	23	1
14	65	2
502	48	3
133	38	5
464	36	20
208	41	1
166	75	6
101	12	11
255	61	10
147	4	2
130	23	14
14	6	10
393	6	8
149	52	7
180	21	17
476	8	2
306	72	1
12	36	13
327	17	1
376	74	0
104	70	1
12	25	8
429	10	11
14	12	22
22	30	3
375	72	0
188	30	12
14	64	5
14	21	20
106	12	19
371	66	0
115	55	5
14	43	2
14	52	9
508	24	5
441	9	1
101	51	14
246	50	3
211	35	5
190	49	5
136	23	15
141	58	5
2	61	0
9	23	11
161	23	4
257	35	4
504	36	9
344	38	2
14	77	2
321	16	1
317	61	5
487	21	3
471	48	1
14	20	6
104	73	1
242	55	3
14	14	3
279	40	3
101	51	8
382	77	0
232	27	2
14	67	4
148	55	7
108	60	8
484	7	6
386	80	0
58	75	11
229	54	3
410	1	5
14	30	14
258	56	0
277	19	1
139	42	8
172	60	1
16	49	2
248	52	2
278	61	9
334	57	3
16	24	4
14	10	13
331	59	5
310	58	10
193	54	1
14	15	3
14	56	9
201	39	0
404	4	3
101	12	13
138	42	18
189	37	0
447	7	0
406	10	3
131	25	7
339	42	11
466	36	4
301	67	3
220	56	7
170	56	6
249	39	15
465	1	4
407	3	5
357	73	0
14	58	14
14	48	6
439	24	10
14	78	2
391	11	5
477	21	14
499	2	7
324	52	8
14	53	8
428	3	4
427	10	12
110	51	19
423	2	0
276	39	13
14	51	21
14	13	3
14	40	4
1	59	6
446	36	14
122	51	17
270	42	7
383	78	0
299	28	1
222	35	13
114	12	6
496	21	1
217	53	6
108	51	20
192	39	19
417	2	15
233	13	2
14	73	2
412	21	6
356	67	0
479	21	9
444	36	8
260	32	2
137	23	13
14	8	4
377	75	8
438	11	0
116	12	8
127	53	3
420	1	1
346	39	11
134	23	9
399	5	1
326	59	1
191	20	3
199	15	2
8	48	4
388	81	0
101	51	6
265	52	3
354	35	1
485	36	7
160	17	0
216	42	13
345	58	0
368	63	0
373	71	0
271	34	1
14	72	2
133	57	1
210	32	4
505	2	18
455	36	16
374	70	0
125	23	12
408	24	9
173	28	0
159	16	0
292	61	3
14	60	9
307	39	14
118	51	11
154	75	2
119	12	14
267	13	1
140	61	2
489	21	19
107	28	2
113	12	4
123	39	6
325	53	7
112	51	1
287	61	8
14	9	3
507	9	0
8	23	3
142	41	7
392	48	0
101	12	3
424	8	1
142	61	4
12	58	9
261	55	0
253	31	2
409	2	12
171	39	10
