135	2901	7
58	1414	29
343	7298	14
14	5868	14
353	8050	11
1483	4828	1
134	8762	1
122	4247	11
120	1145	20
187	7070	1
109	1745	21
922	7482	3
148	6946	18
58	2856	12
2378	9190	8
149	4646	7
127	6274	12
1426	5722	1
470	2634	19
4610	3145	25
5349	3774	0
115	4078	14
252	9957	4
14	3362	9
700	9915	7
201	8972	15
118	9261	29
12	3336	21
236	2276	1
114	193	5
102	3649	28
217	2927	2
1045	4794	16
12	4494	6
221	5963	9
108	2424	8
166	4323	20
13789	4144	19
103	8865	14
388	9973	3
302	9141	9
14	9589	46
219	1900	7
111	9360	5
7158	9505	27
113	5789	14
250	1964	20
14	10124	23
173	5534	22
101	8005	5
7657	5816	29
103	8452	16
108	3347	20
103	7106	14
105	4844	7
814	2666	2
12	6987	11
585	7162	6
135	4479	8
426	8019	15
843	8563	23
104	160	3
6080	679	38
111	6717	7
2118	4660	2
11178	1036	23
103	1285	11
106	7377	6
111	9361	17
14	8114	36
2640	6461	4
107	5589	19
104	6569	4
5257	697	14
111	8890	15
113	8373	3
113	1020	12
1268	7253	13
966	1912	1
118	9551	3
456	9882	29
134	3930	29
1593	8302	35
14	7628	31
101	4010	7
101	2148	5
14	330	12
57	9444	5
104	7905	16
3743	4019	6
113	1651	24
102	1603	17
57	1386	10
161	7355	24
112	8726	5
749	373	22
8978	38	1
21	7688	7
104	3682	8
6017	6247	13
1148	677	4
130	3400	11
786	985	0
107	1077	1
106	478	19
203	1791	1
307	1761	10
134	2623	5
106	2842	10
165	4125	10
103	1385	17
647	9089	8
10198	688	2
12	2894	5
253	5450	1
301	7355	17
152	2392	4
129	6183	14
134	9012	5
2339	4703	12
2487	9093	0
103	5219	15
1721	7216	3
2642	2993	16
130	7234	21
1006	4570	1
103	1203	32
1031	9987	2
169	4551	12
120	4694	16
136	7035	1
101	716	6
492	3629	7
6276	3235	22
624	3955	16
123	7728	18
102	9221	14
867	6196	17
310	3457	6
104	3392	20
174	8850	3
103	4681	5
198	5697	12
684	4149	16
16	7955	5
12	4901	28
109	7184	2
113	9845	5
12	844	8
142	4902	4
3406	9151	0
105	9262	6
5862	9681	16
159	5724	21
21	1900	14
101	8870	1
275	3839	21
159	7320	12
213	7524	29
114	7496	6
157	9784	7
178	1136	3
199	6858	13
816	4353	7
142	969	6
2601	1740	19
408	4592	2
104	8935	8
57	1409	18
4494	2318	8
2228	3363	3
12	1028	28
1266	5773	45
106	7356	8
179	1399	15
106	7026	10
101	7308	1
742	3918	12
112	8181	1
225	6020	10
244	6210	33
102	4040	26
107	1653	3
121	9949	27
102	4779	21
14	9732	5
3328	5193	0
958	8965	6
108	1978	3
242	1650	5
14	3243	15
12266	6032	2
101	9453	4
1261	1660	16
129	3943	1
155	1084	3
118	743	7
272	8753	6
573	3769	13
234	3146	4
107	1683	14
21	5689	38
899	5535	22
477	4643	12
118	1228	25
104	2799	25
326	6219	11
152	1809	12
106	313	10
21	7685	18
1101	2351	1
180	1255	14
838	9470	5
12	3622	8
102	384	6
913	8500	18
695	6867	3
12	1984	13
12	2863	10
102	5344	16
208	7966	12
57	9774	16
215	5610	28
4708	18	12
102	7716	9
457	9681	18
7044	5102	6
2	8504	13
222	4096	15
103	6698	7
466	770	15
7082	3872	8
267	3495	7
106	9754	13
12	8085	45
134	5949	5
108	5081	4
105	3110	23
120	7910	33
12	6983	10
4016	3698	0
448	8165	26
2925	2830	18
116	3081	11
14	10112	22
103	4362	22
613	3642	15
504	6366	32
111	6256	16
247	9392	10
58	10023	27
130	3277	12
116	1164	4
105	8518	11
1212	9006	42
105	6757	9
108	5080	16
252	9838	7
3190	884	14
149	10150	1
722	9420	10
914	7612	0
710	8798	24
12	5835	7
615	2285	0
4746	9401	5
2294	8536	2
108	5493	24
691	1987	0
120	2000	11
200	3714	2
110	126	27
204	24	14
1218	3434	6
101	1993	5
2074	4382	8
13046	9574	1
129	1801	22
229	9587	2
117	6080	3
460	4052	9
121	9588	4
12	1516	21
479	4507	8
129	8968	13
112	3067	8
101	5601	7
282	7922	18
14	3395	6
103	5965	18
115	9413	23
366	9420	32
2075	4255	18
158	8147	3
142	1611	7
6720	1024	26
576	4525	6
125	7794	9
1629	3692	35
112	541	13
103	557	4
280	9010	2
755	3763	3
276	5678	37
14	3972	6
106	5910	14
1564	7921	26
10245	5648	13
1012	9975	6
57	8459	10
685	10128	6
238	5673	30
872	4780	18
104	6891	3
13675	5654	17
325	5382	2
136	7031	0
14	6754	6
134	5527	11
115	6318	1
10600	1159	2
124	6616	13
338	705	6
1435	6773	3
105	5572	8
1527	8546	9
111	9334	8
139	5457	0
766	3127	6
103	8775	3
597	1379	22
1091	8033	3
1193	6777	3
1791	2875	0
112	9106	22
3501	210	31
230	7582	11
8	676	30
2164	3892	3
267	5002	14
253	5098	28
295	6850	18
132	10139	35
105	5573	28
127	1984	14
1085	9391	2
14	7240	12
8934	5168	13
173	7327	10
377	2408	12
112	9434	2
104	1527	35
102	362	10
107	3865	17
57	6411	0
777	6819	1
137	9884	24
1171	8752	0
390	9994	3
12	8000	12
136	7230	0
101	6378	8
170	1005	8
105	6572	13
481	4720	12
547	7434	3
1346	1728	0
109	6421	1
15582	7745	4
111	9905	8
107	7473	19
128	9954	11
109	8758	3
117	8976	35
2459	5932	0
116	7204	23
659	4894	16
112	1753	1
251	3759	6
242	409	0
174	4658	1
118	9130	2
102	1228	24
162	1525	5
745	8133	0
3741	7871	11
1944	8788	26
101	1540	11
445	9658	6
102	5725	33
102	2779	50
3990	1737	0
251	10148	6
12	9647	20
11	2971	7
195	1512	28
12	9290	8
169	3078	6
114	9031	1
897	6653	1
12	3106	2
961	8389	2
2519	860	5
276	2168	9
123	5429	4
1133	729	19
