226	9	0
142	48	2
206	4	1
142	20	17
139	27	2
507	28	15
259	20	1
316	33	3
109	42	11
391	47	1
240	22	2
101	17	4
141	39	21
14	9	32
650	1	1
386	20	6
199	34	2
212	18	26
179	24	3
128	6	3
102	17	2
438	8	3
530	14	12
103	14	14
649	2	7
169	26	1
482	50	12
105	24	16
121	45	1
164	30	4
294	51	0
216	49	12
206	5	1
537	49	11
628	10	6
159	22	3
392	20	4
111	20	15
117	15	7
317	34	3
529	40	13
119	18	13
449	39	16
395	40	20
128	7	3
555	52	6
126	55	29
550	7	10
153	20	2
103	11	20
12	1	14
567	19	1
305	38	1
14	53	10
102	17	5
397	10	7
101	50	25
128	7	16
159	23	4
120	24	11
148	18	18
127	13	5
297	8	2
513	39	3
553	11	17
145	9	10
172	9	23
324	41	10
103	55	22
480	15	28
110	55	1
168	36	3
14	1	19
175	42	4
14	40	21
429	38	5
135	13	25
227	13	26
147	46	4
531	54	7
382	17	7
21	38	10
574	55	7
173	15	25
375	12	13
558	40	9
330	18	24
631	39	12
132	21	0
136	48	15
181	55	34
414	21	3
223	20	16
327	19	3
162	35	0
147	53	1
639	50	14
662	2	6
640	49	20
101	15	8
101	42	15
106	12	5
653	2	8
199	33	2
642	41	16
295	52	0
218	7	9
106	29	1
296	9	12
187	7	2
348	13	27
131	16	0
167	33	1
188	50	29
306	36	9
162	36	0
122	18	28
659	1	3
202	14	15
272	15	4
500	40	6
203	31	5
160	33	0
473	7	8
204	39	15
101	42	6
229	10	0
491	40	16
201	52	10
318	42	2
138	18	10
504	48	8
372	42	21
437	21	16
585	7	19
1	41	5
168	35	3
606	27	24
405	55	20
672	2	0
191	49	19
131	17	0
187	6	2
434	19	4
136	11	10
243	31	2
666	1	0
135	21	18
116	31	3
176	11	14
278	13	9
14	51	13
163	39	0
261	9	13
200	38	7
524	50	2
174	47	4
677	5	6
393	40	8
101	52	13
646	1	7
279	36	8
127	15	11
637	53	9
143	55	12
398	9	3
618	48	1
104	46	0
101	14	18
444	12	2
265	32	0
12	28	11
138	42	18
676	4	6
14	8	6
470	41	9
534	54	2
209	4	2
164	9	29
396	9	9
163	47	8
412	39	9
518	41	6
566	50	18
190	52	9
540	51	10
14	35	7
104	45	0
122	18	27
14	7	20
107	28	21
385	42	12
173	17	8
14	20	30
115	55	11
556	54	1
356	40	14
568	14	13
113	55	18
559	46	9
613	50	24
630	18	32
192	7	13
167	34	1
201	21	4
209	5	2
625	34	6
503	49	18
113	21	8
14	5	7
384	32	3
12	39	7
425	48	7
258	29	0
370	20	10
121	12	1
428	45	4
450	26	9
222	11	6
411	10	8
485	31	4
616	42	5
665	3	1
106	10	2
9	49	7
179	24	10
336	54	8
332	38	6
104	44	0
102	15	20
14	29	5
160	34	0
652	4	8
102	21	17
326	55	13
14	15	29
106	16	1
14	42	26
549	50	30
463	20	9
343	20	25
460	28	12
401	9	11
103	11	15
109	50	6
107	28	7
638	14	4
626	52	5
14	56	4
350	20	11
371	50	31
117	17	3
118	18	17
105	26	12
636	39	17
390	39	18
144	13	6
569	27	15
14	44	7
101	7	15
452	27	21
14	32	6
101	20	5
402	27	20
12	52	11
308	40	19
515	49	9
116	9	6
527	44	2
108	20	21
156	27	4
14	12	14
406	27	12
433	54	3
135	16	9
595	28	14
104	8	1
617	49	1
103	25	5
584	56	3
590	47	2
166	30	5
219	14	0
340	27	14
