2284	1
2052	2
2913	3
4213	4
5606	5
9549	6
4314	7
2961	8
1950	9
3123	10
1198	11
4362	12
2457	13
8179	14
4574	15
9689	16
6569	17
7441	18
7120	19
2077	20
1792	21
4612	22
3862	23
3002	24
7646	25
1196	26
721	27
5688	28
4419	29
3266	30
6144	31
2185	32
4813	33
269	34
3445	35
1773	36
7674	37
2558	38
211	39
9	40
5335	41
5451	42
6478	43
872	44
6772	45
5622	46
2461	47
5054	48
3792	49
3574	50
1828	51
179	52
7025	53
5895	54
2090	55
4326	56
26	57
5618	58
2565	59
5026	60
6964	61
4333	62
5839	63
196	64
1733	65
4161	66
2768	67
9129	68
9143	69
5646	70
4309	71
2524	72
6658	73
7305	74
5818	75
4322	76
8953	77
7651	78
6454	79
2755	80
221	81
2225	82
3423	83
4644	84
6191	85
7703	86
6255	87
7432	88
6318	89
1354	90
2511	91
200	92
2841	93
103	94
2603	95
6126	96
670	97
5234	98
2065	99
2254	100
2493	101
5851	102
661	103
6947	104
6787	105
7242	106
7531	107
9655	108
7273	109
7887	110
7704	111
4047	112
6869	113
3573	114
6186	115
6187	116
8247	117
6802	118
3099	119
9096	120
1661	121
2933	122
5426	123
9469	124
2671	125
5700	126
8956	127
2501	128
4762	129
5420	130
250	131
2789	132
7652	133
2976	134
7100	135
8574	136
4681	137
3564	138
9576	139
3295	140
6987	141
6172	142
107	143
4804	144
8361	145
7267	146
9593	147
823	148
8967	149
3502	150
4094	151
115	152
372	153
8728	154
8994	155
292	156
2263	157
7735	158
4950	159
6995	160
843	161
1990	162
8146	163
781	164
925	165
824	166
7043	167
7197	168
1148	169
4060	170
2941	171
1484	172
1904	173
3863	174
4739	175
883	176
7951	177
2935	178
185	179
2849	180
145	181
4245	182
2574	183
4319	184
3897	185
4538	186
3116	187
6782	188
9116	189
1187	190
1668	191
920	192
4923	193
2319	194
7522	195
9048	196
6259	197
21	198
7910	199
1545	200
3624	201
1323	202
3307	203
3724	204
1043	205
5871	206
4294	207
632	208
4148	209
2200	210
6097	211
6501	212
7777	213
4200	214
7961	215
3214	216
7855	217
485	218
1726	219
265	220
8723	221
2875	222
2152	223
180	224
7770	225
2942	226
6290	227
6131	228
7345	229
3664	230
6889	231
8493	232
6110	233
5941	234
7904	235
4184	236
7999	237
1101	238
3545	239
5655	240
3808	241
571	242
8117	243
2460	244
1813	245
4394	246
8702	247
4140	248
4489	249
6062	250
5924	251
5291	252
6999	253
7824	254
6170	255
8153	256
2123	257
919	258
585	259
8712	260
6647	261
1767	262
1788	263
8334	264
3105	265
650	266
6415	267
3988	268
8891	269
9417	270
1249	271
7790	272
2911	273
8401	274
7595	275
2702	276
7987	277
5824	278
2087	279
828	280
5047	281
1034	282
2378	283
9378	284
6573	285
1966	286
7587	287
794	288
9464	289
1482	290
88	291
7697	292
5827	293
3712	294
2260	295
3601	296
2820	297
3607	298
4884	299
5816	300
8923	301
7533	302
7387	303
8551	304
6582	305
1895	306
2167	307
320	308
6124	309
9072	310
7684	311
3206	312
1192	313
8302	314
7087	315
722	316
9059	317
5628	318
5837	319
1888	320
5086	321
2796	322
2509	323
4686	324
5164	325
3709	326
2068	327
1987	328
235	329
322	330
4552	331
151	332
7235	333
8249	334
1312	335
832	336
4928	337
6133	338
8568	339
8134	340
2280	341
7446	342
2345	343
8588	344
2439	345
9344	346
9328	347
5130	348
2332	349
4864	350
1097	351
7729	352
2193	353
4019	354
5516	355
8695	356
7139	357
3531	358
7990	359
8241	360
4566	361
5959	362
7000	363
2786	364
8252	365
379	366
1387	367
153	368
6904	369
1388	370
839	371
2803	372
7368	373
5409	374
8422	375
1389	376
1390	377
9406	378
1228	379
3299	380
1243	381
1275	382
4296	383
3923	384
1391	385
7995	386
6035	387
1872	388
2919	389
6606	390
19	391
1392	392
1393	393
4108	394
9230	395
3408	396
6845	397
7592	398
3404	399
4628	400
7775	401
1725	402
3090	403
233	404
4850	405
7300	406
9340	407
2575	408
3913	409
3381	410
2716	411
7832	412
7953	413
1365	414
2608	415
9580	416
271	417
3655	418
980	419
2466	420
8266	421
47	422
6327	423
6716	424
6502	425
4553	426
1107	427
1455	428
2011	429
9334	430
8484	431
3283	432
5562	433
6108	434
4345	435
9553	436
5788	437
1565	438
4119	439
6100	440
3979	441
8068	442
8585	443
6213	444
7431	445
3484	446
7946	447
4942	448
5427	449
2287	450
7841	451
6058	452
3743	453
952	454
7932	455
4515	456
3925	457
2078	458
4625	459
5082	460
4506	461
4943	462
4505	463
8027	464
2025	465
7001	466
3807	467
5683	468
5841	469
5156	470
3938	471
8434	472
245	473
1640	474
6562	475
1503	476
6145	477
9451	478
7673	479
3511	480
5625	481
7709	482
